form_id,lexeme,cell,source_form,orth_form,analysed_orth_form,phon_form,analysed_phon_form,epistemic_tag,variants_tag,analysis_tag,overabundance_tag,source,page,language_id
komsaikul138,hmu,3.pl.3.sg.fut.neg,hmu-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul139,hmu,3.pl.3.sg.fut.neg,hmu-mak-ning-hei,Σ-mak-ning-hei,Σ+mak+n+ing+hei,Σ m a k n i ŋ h ei,Σ + m a k + n + i ŋ + h ei,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul140,hmu,3.pl.3.pl.fut.neg,hmu-mak-hei-ning,Σ-mak-hei-ning,Σ+mak+hei+n+ing,Σ m a k h ei n i ŋ,Σ + m a k + h ei + n + i ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul141,hmu,3.pl.3.pl.fut.neg,hmu-mak-ning-hei,Σ-mak-ning-hei,Σ+mak+n+ing+hei,Σ m a k n i ŋ h ei,Σ + m a k + n + i ŋ + h ei,elicited,sociolect_var,variable_order,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul142,se,1.sg.nfut.aff,ka-se-eng,ka-Σ-eng,ka+Σ+eng,k a Σ e ŋ,k a + Σ + e ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul143,se,1.pl.incl.nfut.aff,ka-se-me,ka-Σ-me,ka+Σ+me,k a Σ m e,k a + Σ + m e,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul144,se,1.pl.incl.nfut.aff,ka-se-mi,ka-Σ-mi,ka+Σ+mi,k a Σ m i,k a + Σ + m i,elicited,dialect_var,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul145,se,1.pl.excl.nfut.aff,ka-se-ung,ka-Σ-ung,ka+Σ+ung,k a Σ u ŋ,k a + Σ + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul146,hmu,1.sg.2.sg.nfut.aff,ka-hmu-che,ka-Σ-che,ka+Σ+che,k a Σ tʃ e,k a + Σ + tʃ e,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul147,hmu,1.sg.2.pl.nfut.aff,ka-hmu-chei,ka-Σ-chei,ka+Σ+chei,k a Σ tʃ ei,k a + Σ + tʃ ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul148,hmu,1.pl.excl.2.sg.nfut.aff,kan-hmu-che,kan-Σ-che,ka+n+Σ+che,k a n Σ tʃ e,k a + n + Σ + tʃ e,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul149,hmu,1.pl.excl.2.pl.nfut.aff,kan-hmu-chei,kan-Σ-chei,ka+n+Σ+chei,k a n Σ tʃ ei,k a + n + Σ + tʃ ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul150,hmu,1.sg.3.sg.nfut.aff,kan-hmu,kan-Σ,ka+Σ,k a Σ,k a + Σ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul151,hmu,1.sg.3.pl.nfut.aff,kan-hmu-hei,kan-Σ-hei,ka+Σ+hei,k a Σ h ei,k a + Σ + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul152,hmu,1.pl.incl.3.sg.nfut.aff,ni-hmu,ni-Σ,ni+Σ,n i Σ,n i + Σ,elicited,unspecified,,optional_plural,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul153,hmu,1.pl.excl.3.sg.nfut.aff,kan-hmu,kan-Σ,ka+n+Σ,k a n Σ,k a + n + Σ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul154,hmu,1.pl.incl.3.pl.nfut.aff,ni-hmu-hei,ni-Σ-hei,ni+Σ+hei,n i Σ h ei,n i + Σ + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul155,hmu,1.pl.excl.3.pl.nfut.aff,kan-hmu-hei,kan-Σ-hei,ka+n+Σ+hei,k a n Σ h ei,k a + n + Σ + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul156,se,2.sg.nfut.aff,ka-se-che,ka-Σ-che,ka+Σ+che,k a Σ tʃ e,k a + Σ + tʃ e,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul157,se,2.pl.nfut.aff,ka-se-chei,ka-Σ-chei,ka+Σ+chei,k a Σ tʃ ei,k a + Σ + tʃ ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul158,hmu,2.sg.1.sg.nfut.aff,na-hmu-eng,na-Σ-eng,na+Σ+eng,n a Σ e ŋ,n a + Σ + e ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul159,hmu,2.sg.1.pl.excl.nfut.aff,na-hmu-ung,na-Σ-ung,na+Σ+ung,n a Σ u ŋ,n a + Σ + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul160,hmu,2.pl.1.sg.nfut.aff,nan-hmu-eng,nan-Σ-eng,na+n+Σ+eng,n a n Σ e ŋ,n a + n + Σ + e ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul161,hmu,2.pl.1.pl.excl.nfut.aff,nan-hmu-ung,nan-Σ-ung,na+n+Σ+ung,n a n Σ u ŋ,n a + n + Σ + u ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul162,hmu,2.sg.3.sg.nfut.aff,na-hmu,na-Σ,na+Σ,n a Σ,n a + Σ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul163,hmu,2.sg.3.pl.nfut.aff,na-hmu-hei,na-Σ-hei,na+Σ+hei,n a Σ h ei,n a + Σ + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul164,hmu,2.pl.3.sg.nfut.aff,nan-hmu,nan-Σ,na+n+Σ,n a n Σ,n a + n + Σ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul165,hmu,2.pl.3.pl.nfut.aff,nan-hmu-hei,nan-Σ-hei,na+n+Σ+hei,n a n Σ h ei,n a + n + Σ + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul166,se,3.sg.nfut.aff,ka-se,ka-Σ,ka+Σ,k a Σ,k a + Σ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul167,se,3.pl.nfut.aff,ka-se-hei,ka-Σ-hei,ka+Σ+hei,k a Σ h ei,k a + Σ + h ei,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
komsaikul168,hmu,3.sg.1.sg.nfut.aff,a-hmu-eng,a-Σ-eng,a+Σ+eng,a Σ e ŋ,a + Σ + e ŋ,elicited,unspecified,,,Kanshouwa2026SaikulKom,nopage,komsaikul
